,target
14353,1
14355,1
14356,1
14357,1
14367,1
14371,1
14372,1
14374,1
14376,1
14388,1
14390,1
14392,1
14399,1
14403,1
14410,1
14411,1
14415,1
14421,1
14423,1
14426,1
14427,1
14441,1
14449,1
14460,1
14461,1
14468,1
14470,1
14471,1
14481,1
14487,1
14496,1
14506,1
14509,1
14510,1
14518,1
14520,1
14527,1
14532,1
14537,1
14538,1
14539,1
14550,1
14557,1
14559,1
14560,1
14562,1
14577,1
14581,1
14584,1
14593,1
14594,1
14607,1
14612,1
14630,1
14631,1
14643,1
14644,1
14646,1
14648,1
14650,1
14651,1
14660,1
14667,1
14672,1
14673,1
14688,1
14689,1
14690,1
14694,1
14696,1
14701,1
14709,1
14714,1
14716,1
14721,1
14725,1
14728,1
14731,1
14738,1
14740,1
14743,1
14760,1
14763,1
14769,1
14770,1
14774,1
14775,1
14776,1
14778,1
14790,1
14793,1
14796,1
14801,1
14803,1
14809,1
14810,1
14815,1
14819,1
14821,1
14822,1
14830,1
14834,1
14837,1
14841,1
14843,1
14856,1
14862,1
14867,1
14868,1
14875,1
14876,1
14877,1
14878,1
14881,1
14882,1
14883,1
14885,1
14887,1
14888,1
14891,1
14897,1
14901,1
14902,1
14904,1
14909,1
14912,1
14915,1
14920,1
14937,1
14949,1
14950,1
14951,1
14960,1
14964,1
14967,1
14983,1
14987,1
14995,1
15003,1
15004,1
15010,1
15012,1
15014,1
15015,1
15016,1
15023,1
15029,1
15033,1
15035,1
15038,1
15040,1
15044,1
15045,1
15052,1
15060,1
15063,1
15068,1
15070,1
15073,1
15095,1
15096,1
15098,1
15099,1
15107,1
15113,1
15120,1
15121,1
15134,1
15135,1
15138,1
15147,1
15151,1
15163,1
15166,1
15172,1
15173,1
15180,1
15183,1
15198,1
15224,1
15230,1
15233,1
15235,1
15240,1
15241,1
15243,1
15247,1
15249,1
15251,1
15252,1
15259,1
15262,1
15265,1
15268,1
15275,1
15282,1
15284,1
15293,1
15300,1
15303,1
15305,1
15323,1
15330,1
15339,1
15342,1
15347,1
15353,1
15359,1
15367,1
15369,1
15373,1
15376,1
15378,1
15381,1
15383,1
15386,1
15390,1
15394,1
15396,1
15401,1
15408,1
15411,1
15414,1
15420,1
15422,1
15426,1
15431,1
15435,1
15437,1
15446,1
15448,1
15450,1
15455,1
15456,1
15469,1
15473,1
15474,1
15476,1
15477,1
15478,1
15482,1
15484,1
15485,1
15488,1
15493,1
15494,1
15509,1
15516,1
15539,1
15542,1
15554,1
15557,1
15558,1
15562,1
15564,1
15570,1
15571,1
15572,1
15575,1
15579,1
15583,1
15584,1
15586,1
15590,1
15599,1
15601,1
15602,1
15614,1
15617,1
15627,1
15640,1
15644,1
15650,1
15654,1
15655,1
15657,1
15672,1
15681,1
15687,1
15688,1
15691,1
15693,1
15703,1
15709,1
15723,1
15729,1
15732,1
15737,1
15739,1
15741,1
15743,1
15748,1
15750,1
15755,1
15758,1
15760,1
15769,1
15771,1
15772,1
15776,1
15778,1
15781,1
15784,1
15793,1
15799,1
15800,1
15801,1
15803,1
15804,1
15806,1
15807,1
15810,1
15814,1
15818,1
15828,1
15829,1
15832,1
15834,1
15840,1
15860,1
15862,1
15865,1
15867,1
15872,1
15873,1
15886,1
15888,1
15893,1
15897,1
15904,1
15908,1
15918,1
15925,1
15930,1
15931,1
15941,1
15942,1
15945,1
15948,1
15952,1
15973,1
15974,1
15976,1
15979,1
15982,1
15983,1
15984,1
15998,1
16018,1
16026,1
16027,1
16039,1
16044,1
16052,1
16060,1
16061,1
16063,1
16070,1
16073,1
16080,1
16081,1
16094,1
16105,1
16108,1
16109,1
16111,1
16116,1
16119,1
16124,1
16125,1
16128,1
16129,1
16134,1
16139,1
16143,1
16147,1
16153,1
16158,1
16159,1
16161,1
16165,1
16166,1
16168,1
16183,1
16191,1
16203,1
16222,1
16224,1
16229,1
16234,1
16235,1
16238,1
16243,1
16244,1
16258,1
16262,1
16264,1
16269,1
16270,1
16276,1
16278,1
16279,1
16291,1
16295,1
16301,1
16304,1
16306,1
16312,1
16320,1
16332,1
16336,1
16339,1
16341,1
16358,1
16361,1
16362,1
16367,1
16372,1
16375,1
16377,1
16381,1
16387,1
16388,1
16393,1
16395,1
16396,1
16402,1
16404,1
16405,1
16406,1
16415,1
16418,1
16429,1
16432,1
16442,1
16453,1
16456,1
16458,1
16466,1
16467,1
16472,1
16473,1
16474,1
16475,1
16479,1
16483,1
16488,1
16493,1
16495,1
16502,1
16503,1
16513,1
16520,1
16522,1
16528,1
16533,1
16537,1
16543,1
16553,1
16555,1
16562,1
16565,1
16568,1
16570,1
16575,1
16577,1
16595,1
16604,1
16605,1
16638,1
16648,1
16664,1
16687,1
16690,1
16696,1
16707,1
16709,1
16710,1
16713,1
16714,1
16723,1
16724,1
16731,1
16741,1
16749,1
16753,1
16757,1
16758,1
16762,1
16765,1
16767,1
16778,1
16781,1
16783,1
16786,1
16791,1
16794,1
16809,1
16810,1
16811,1
16815,1
16819,1
16825,1
16826,1
16848,1
16863,1
16866,1
16868,1
16896,1
16900,1
16903,1
16904,1
16917,1
16923,1
16937,1
16940,1
16942,1
16954,1
16962,1
16969,1
16970,1
16974,1
16984,1
16992,1
16997,1
17001,1
17003,1
17006,1
17017,1
17020,1
17022,1
17035,1
17042,1
17044,1
17050,1
17061,1
17064,1
17069,1
17071,1
17091,1
17096,1
17100,1
17101,1
17103,1
17104,1
17107,1
17109,1
17112,1
17118,1
17133,1
17134,1
17138,1
17141,1
17144,1
17149,1
17150,1
17154,1
17164,1
17179,1
17184,1
17186,1
17191,1
17198,1
17202,1
17218,1
17220,1
17224,1
17227,1
17235,1
17237,1
17240,1
17245,1
17248,1
17258,1
17267,1
17268,1
17271,1
17272,1
17277,1
17287,1
17291,1
17303,1
17313,1
17323,1
17329,1
17331,1
17335,1
17343,1
17344,1
17346,1
17353,1
17355,1
17357,1
17359,1
17364,1
17368,1
17370,1
17377,1
17379,1
17390,1
17395,1
17403,1
17404,1
17405,1
17406,1
17414,1
17415,1
17430,1
17437,1
17438,1
17440,1
17444,1
17448,1
17454,1
17463,1
17470,1
17471,1
17474,1
17475,1
17481,1
17486,1
17488,1
17496,1
17501,1
17507,1
17508,1
17510,1
17511,1
17519,1
17521,1
17527,1
17532,1
17536,1
17541,1
17542,1
17545,1
17553,1
17555,1
17556,1
17557,1
17559,1
17561,1
17563,1
17564,1
17567,1
17577,1
17578,1
17585,1
17587,1
17592,1
17603,1
17605,1
17606,1
17609,1
17611,1
17620,1
17622,1
17633,1
17635,1
17643,1
17648,1
17676,1
17679,1
17709,1
17710,1
17717,1
17720,1
17724,1
17733,1
17736,1
17738,1
17748,1
17750,1
17753,1
17757,1
17766,1
17768,1
17772,1
17778,1
17779,1
17787,1
17789,1
17792,1
17803,1
17807,1
17816,1
17817,1
17818,1
17826,1
17829,1
17833,1
17836,1
17841,1
17845,1
17852,1
17859,1
17861,1
17863,1
17867,1
17871,1
17872,1
17875,1
17882,1
17883,1
17884,1
17897,1
17898,1
17900,1
17906,1
17907,1
17908,1
17915,1
17925,1
17929,1
17931,1
17937,1
17943,1
17952,1
17953,1
17959,1
17966,1
17972,1
17976,1
17980,1
17981,1
17987,1
17989,1
17995,1
17997,1
18001,1
18003,1
18008,1
18009,1
18015,1
18026,1
18034,1
18035,1
18044,1
18050,1
18052,1
18057,1
18062,1
18064,1
18067,1
18070,1
18084,1
18085,1
18090,1
18108,1
18113,1
18122,1
18125,1
18127,1
18135,1
18138,1
18140,1
18145,1
18149,1
18155,1
18160,1
18173,1
18177,1
18181,1
18190,1
18192,1
18197,1
18199,1
18200,1
18201,1
18205,1
18206,1
18214,1
18217,1
18222,1
18223,1
18229,1
18232,1
18235,1
18237,1
18238,1
18239,1
18241,1
18247,1
18255,1
18257,1
18258,1
18260,1
18261,1
18276,1
18277,1
18279,1
18285,1
18292,1
18300,1
18301,1
18302,1
18303,1
18306,1
18307,1
18313,1
18314,1
18330,1
18331,1
18335,1
18344,1
18351,1
18353,1
18356,1
18360,1
18363,1
18377,1
18378,1
18388,1
18389,1
18393,1
18401,1
18406,1
18412,1
18417,1
18422,1
18423,1
18425,1
18431,1
18435,1
18437,1
18440,1
18445,1
18448,1
18452,1
18454,1
18461,1
18465,1
18470,1
18471,1
18472,1
18475,1
18476,1
18477,1
18479,1
18493,1
18495,1
18501,1
18502,1
18507,1
18508,1
18515,1
18520,1
18525,1
18527,1
18532,1
18533,1
18534,1
18536,1
18539,1
18541,1
18542,1
18544,1
18545,1
18548,1
18556,1
18560,1
18561,1
18581,1
18589,1
18600,1
18601,1
18608,1
18615,1
18616,1
18621,1
18638,1
18640,1
18649,1
18654,1
18656,1
18673,1
18674,1
18685,1
18689,1
18692,1
18693,1
18694,1
18705,1
18718,1
18720,1
18732,1
18740,1
18742,1
18745,1
18749,1
18754,1
18755,1
18761,1
18762,1
18770,1
18786,1
18787,1
18791,1
18793,1
18803,1
18809,1
18813,1
18814,1
18818,1
18820,1
18826,1
18831,1
18836,1
18837,1
18842,1
18845,1
18849,1
18854,1
18858,1
18861,1
18872,1
18875,1
18878,1
18882,1
18891,1
18892,1
18894,1
18896,1
18901,1
18913,1
18915,1
18920,1
18930,1
18931,1
18932,1
18936,1
18939,1
18945,1
18948,1
18953,1
18955,1
18963,1
18964,1
18965,1
18971,1
18976,1
18977,1
18979,1
18986,1
18999,1
19001,1
19003,1
19006,1
19010,1
19017,1
19022,1
19032,1
19040,1
19042,1
19049,1
19050,1
19058,1
19065,1
19070,1
19076,1
19082,1
19093,1
19096,1
19100,1
19101,1
19107,1
19109,1
19127,1
19129,1
19131,1
19140,1
19142,1
19143,1
19146,1
19149,1
19156,1
19159,1
19160,1
19167,1
19173,1
19177,1
19181,1
19183,1
19188,1
19194,1
19196,1
19207,1
19208,1
19209,1
19212,1
19217,1
19231,1
19232,1
19233,1
19239,1
19241,1
19258,1
19261,1
19264,1
19265,1
19270,1
19272,1
19278,1
19281,1
19285,1
19293,1
19297,1
19300,1
19305,1
19310,1
19311,1
19318,1
19319,1
19332,1
19339,1
19355,1
19358,1
19378,1
19382,1
19384,1
19385,1
19395,1
19398,1
19404,1
19408,1
19410,1
19412,1
19418,1
19419,1
19420,1
19433,1
19434,1
19439,1
19443,1
19444,1
19445,1
19446,1
19453,1
19458,1
19471,1
19475,1
19478,1
19482,1
19492,1
19497,1
19499,1
19502,1
19505,1
19507,1
19508,1
19518,1
19530,1
19531,1
19541,1
19552,1
19553,1
19555,1
19557,1
19558,1
19569,1
19574,1
19584,1
19589,1
19590,1
19593,1
19594,1
19595,1
19602,1
19608,1
19610,1
19618,1
19620,1
19621,1
19624,1
19628,1
19633,1
19635,1
19638,1
19647,1
19648,1
19651,1
19665,1
19667,1
19676,1
19677,1
19681,1
19692,1
19693,1
19694,1
19699,1
19706,1
19712,1
19713,1
19714,1
19719,1
19721,1
19724,1
19732,1
19741,1
19744,1
19746,1
19747,1
19750,1
19752,1
19761,1
19768,1
19773,1
19774,1
19777,1
19787,1
19796,1
19800,1
19801,1
19802,1
19807,1
19811,1
19812,1
19816,1
19824,1
19828,1
19831,1
19842,1
19848,1
19851,1
19853,1
19854,1
19860,1
19863,1
19865,1
19874,1
19881,1
19884,1
19888,1
19893,1
19909,1
19913,1
19919,1
19922,1
19928,1
19929,1
19936,1
19937,1
19943,1
19947,1
19950,1
19952,1
19957,1
19959,1
19960,1
19970,1
19971,1
19975,1
19976,1
19980,1
19981,1
19982,1
19994,1
20000,1
20004,1
20016,1
20019,1
20024,1
20028,1
20032,1
20034,1
20041,1
20047,1
20048,1
20049,1
20054,1
20057,1
20073,1
20078,1
20090,1
20104,1
20113,1
20123,1
20133,1
20141,1
20144,1
20150,1
20158,1
20160,1
20170,1
20173,1
20175,1
20176,1
20182,1
20187,1
20194,1
20197,1
20199,1
20203,1
20205,1
20214,1
20220,1
20222,1
20230,1
20233,1
20241,1
20242,1
20248,1
20254,1
20268,1
20269,1
20271,1
20273,1
20276,1
20278,1
20287,1
20289,1
20298,1
20305,1
20311,1
20314,1
20322,1
20324,1
20334,1
20342,1
20344,1
20348,1
20355,1
20357,1
20364,1
20369,1
20370,1
20371,1
20374,1
20375,1
20379,1
20381,1
20391,1
20394,1
20405,1
20406,1
20407,1
20410,1
20412,1
20414,1
20422,1
20429,1
20435,1
20437,1
20441,1
20450,1
20451,1
20454,1
20458,1
20465,1
20466,1
20476,1
20477,1
20479,1
20481,1
20482,1
20490,1
20493,1
20494,1
20512,1
20518,1
20525,1
20527,1
20528,1
20536,1
20539,1
20543,1
20547,1
20549,1
20550,1
20575,1
20579,1
20592,1
20597,1
20600,1
20606,1
20614,1
20621,1
20626,1
20632,1
20638,1
20642,1
20646,1
20651,1
20657,1
20664,1
20665,1
20686,1
20696,1
20715,1
20716,1
20719,1
20723,1
20731,1
20740,1
20741,1
20744,1
20745,1
20751,1
20755,1
20756,1
20760,1
20765,1
20774,1
20776,1
20778,1
20782,1
20786,1
20789,1
20792,1
20800,1
20803,1
20816,1
20820,1
20821,1
20825,1
20826,1
20828,1
20834,1
20835,1
20838,1
20845,1
20846,1
20867,1
20885,1
20895,1
20906,1
20921,1
20928,1
20932,1
20940,1
20942,1
20945,1
20953,1
20956,1
20958,1
20959,1
20973,1
20983,1
20988,1
21002,1
21005,1
21006,1
21007,1
21008,1
21010,1
21012,1
21018,1
21021,1
21022,1
21027,1
21028,1
21044,1
21047,1
21048,1
21065,1
21066,1
21071,1
21076,1
21078,1
21079,1
21080,1
21082,1
21085,1
21100,1
21106,1
21107,1
21110,1
21111,1
21114,1
21115,1
21122,1
21123,1
21126,1
21128,1
21130,1
21134,1
21138,1
21140,1
21142,1
21145,1
21155,1
21160,1
21167,1
21169,1
21170,1
21173,1
21176,1
21181,1
21183,1
21194,1
21195,1
21197,1
21203,1
21204,1
21206,1
21210,1
21213,1
21214,1
21215,1
21220,1
21231,1
21235,1
21244,1
21247,1
21250,1
21253,1
21264,1
21266,1
21269,1
21276,1
21288,1
21294,1
21295,1
21298,1
21309,1
21316,1
21319,1
21323,1
21333,1
21341,1
21343,1
21349,1
21361,1
21372,1
21380,1
21382,1
21396,1
21398,1
21406,1
21409,1
21414,1
21418,1
21422,1
21423,1
21429,1
21430,1
21432,1
21438,1
21444,1
21445,1
21453,1
21461,1
21465,1
21470,1
21472,1
21476,1
21478,1
21479,1
21484,1
21486,1
21487,1
21490,1
21499,1
21504,1
21508,1
21514,1
21523,1
21537,1
21541,1
21550,1
21551,1
21557,1
21559,1
21561,1
21569,1
21572,1
21584,1
21591,1
21596,1
21606,1
21610,1
21613,1
21620,1
21637,1
21643,1
21648,1
21652,1
21656,1
21680,1
21684,1
21687,1
21695,0
21700,0
21702,0
21706,0
21709,0
21716,0
21738,0
21740,0
21744,0
21748,0
21767,0
21770,0
21773,0
21778,0
21787,0
21789,0
21794,0
21796,0
21815,0
21820,0
21822,0
21835,0
21841,0
21854,0
21855,0
21866,0
21871,0
21873,0
21880,0
21885,0
21889,0
21895,0
21901,0
21902,0
21908,0
21913,0
21915,0
21917,0
21919,0
21924,0
21930,0
21940,0
21941,0
21942,0
21966,0
21967,0
21971,0
21973,0
21993,0
21999,0
22010,0
22013,0
22015,0
22016,0
22017,0
22027,0
22028,0
22032,0
22033,0
22044,0
22045,0
22052,0
22061,0
22071,0
22080,0
22082,0
22094,0
22095,0
22098,0
22102,0
22107,0
22108,0
22127,0
22139,0
22151,0
22152,0
22156,0
22157,0
22158,0
22161,0
22164,0
22166,0
22174,0
22188,0
22192,0
22193,0
22213,0
22215,0
22217,0
22218,0
22242,0
22244,0
22246,0
22251,0
22267,0
22273,0
22277,0
22283,0
22288,0
22295,0
22296,0
22303,0
22306,0
22319,0
22330,0
22335,0
22342,0
22346,0
22350,0
22355,0
22359,0
22364,0
22365,0
22369,0
22381,0
22383,0
22387,0
22389,0
22396,0
22403,0
22408,0
22421,0
22428,0
22434,0
22438,0
22441,0
22452,0
22455,0
22458,0
22460,0
22466,0
22469,0
22472,0
22474,0
22481,0
22482,0
22485,0
22488,0
22490,0
22493,0
22502,0
22503,0
22504,0
22506,0
22508,0
22513,0
22515,0
22536,0
22537,0
22539,0
22540,0
22542,0
22545,0
22553,0
22555,0
22556,0
22557,0
22578,0
22592,0
22596,0
22600,0
22601,0
22603,0
22606,0
22609,0
22610,0
22611,0
22613,0
22618,0
22619,0
22621,0
22630,0
22632,0
22635,0
22637,0
22638,0
22641,0
22643,0
22647,0
22651,0
22652,0
22653,0
22655,0
22657,0
22661,0
22662,0
22668,0
22670,0
22671,0
22679,0
22693,0
22695,0
22696,0
22700,0
22704,0
22705,0
22707,0
22716,0
22717,0
22723,0
22727,0
22728,0
22730,0
22731,0
22741,0
22744,0
22745,0
22746,0
22747,0
22759,0
22767,0
22769,0
22773,0
22781,0
22784,0
22785,0
22795,0
22805,0
22808,0
22814,0
22819,0
22821,0
22824,0
22837,0
22841,0
22846,0
22853,0
22855,0
22859,0
22861,0
22862,0
22870,0
22873,0
22877,0
22887,0
22888,0
22890,0
22905,0
22910,0
22913,0
22921,0
22929,0
22930,0
22933,0
22937,0
22945,0
22946,0
22954,0
22968,0
22972,0
22973,0
22974,0
22978,0
22981,0
22991,0
23002,0
23005,0
23007,0
23010,0
23029,0
23044,0
23046,0
23047,0
23051,0
23067,0
23075,0
23078,0
23080,0
23084,0
23087,0
23097,0
23110,0
23115,0
23163,0
23175,0
23191,0
23192,0
23194,0
23197,0
23199,0
23208,0
23209,0
23216,0
23219,0
23220,0
23226,0
23227,0
23238,0
23244,0
23248,0
23249,0
23251,0
23256,0
23260,0
23263,0
23264,0
23269,0
23270,0
23278,0
23280,0
23287,0
23292,0
23293,0
23303,0
23307,0
23311,0
23324,0
23326,0
23331,0
23332,0
23339,0
23340,0
23342,0
23343,0
23355,0
23356,0
23358,0
23370,0
23375,0
23377,0
23380,0
23384,0
23385,0
23390,0
23393,0
23394,0
23406,0
23412,0
23416,0
23420,0
23425,0
23428,0
23430,0
23432,0
23434,0
23437,0
23439,0
23441,0
23442,0
23443,0
23444,0
23447,0
23448,0
23449,0
23450,0
23462,0
23472,0
23477,0
23483,0
23486,0
23488,0
23504,0
23512,0
23520,0
23526,0
23530,0
23532,0
23536,0
23538,0
23540,0
23542,0
23543,0
23548,0
23551,0
23553,0
23558,0
23560,0
23567,0
23574,0
23582,0
23588,0
23594,0
23600,0
23609,0
23618,0
23626,0
23639,0
23640,0
23646,0
23647,0
23648,0
23656,0
23659,0
23660,0
23667,0
23668,0
23669,0
23674,0
23675,0
23677,0
23687,0
23695,0
23703,0
23704,0
23715,0
23719,0
23735,0
23753,0
23758,0
23759,0
23760,0
23764,0
23770,0
23783,0
23788,0
23792,0
23793,0
23801,0
23807,0
23809,0
23816,0
23821,0
23822,0
23826,0
23827,0
23829,0
23836,0
23837,0
23839,0
23842,0
23847,0
23850,0
23852,0
23853,0
23864,0
23865,0
23872,0
23881,0
23884,0
23886,0
23888,0
23904,0
23905,0
23914,0
23917,0
23919,0
23920,0
23924,0
23937,0
23953,0
23969,0
23971,0
23982,0
23985,0
23986,0
23988,0
23992,0
23998,0
24002,0
24005,0
24008,0
24021,0
24029,0
24033,0
24039,0
24043,0
24046,0
24061,0
24066,0
24068,0
24070,0
24075,0
24095,0
24096,0
24097,0
24103,0
24116,0
24117,0
24121,0
24131,0
24134,0
24138,0
24142,0
24150,0
24152,0
24156,0
24162,0
24163,0
24167,0
24171,0
24175,0
24181,0
24182,0
24187,0
24189,0
24191,0
24194,0
24196,0
24198,0
24199,0
24202,0
24205,0
24217,0
24228,0
24230,0
24237,0
24249,0
24250,0
24251,0
24254,0
24259,0
24260,0
24261,0
24264,0
24271,0
24273,0
24274,0
24278,0
24282,0
24285,0
24290,0
24310,0
24312,0
24317,0
24320,0
24321,0
24323,0
24326,0
24332,0
24335,0
24342,0
24347,0
24351,0
24364,0
24367,0
24370,0
24377,0
24382,0
24384,0
24388,0
24391,0
24395,0
24403,0
24413,0
24414,0
24415,0
24419,0
24424,0
24425,0
24427,0
24429,0
24435,0
24437,0
24438,0
24441,0
24446,0
24448,0
24453,0
24455,0
24467,0
24472,0
24478,0
24480,0
24486,0
24488,0
24493,0
24496,0
24498,0
24501,0
24502,0
24503,0
24505,0
24509,0
24520,0
24532,0
24534,0
24536,0
24539,0
24548,0
24559,0
24560,0
24562,0
24568,0
24569,0
24576,0
24583,0
24589,0
24591,0
24593,0
24597,0
24601,0
24602,0
24607,0
24614,0
24616,0
24626,0
24627,0
24628,0
24632,0
24640,0
24643,0
24647,0
24648,0
24650,0
24652,0
24654,0
24655,0
24660,0
24668,0
24674,0
24687,0
24691,0
24695,0
24696,0
24699,0
24702,0
24703,0
24710,0
24714,0
24719,0
24721,0
24725,0
24734,0
24736,0
24745,0
24746,0
24748,0
24758,0
24762,0
24763,0
24764,0
24768,0
24776,0
24777,0
24781,0
24796,0
24801,0
24802,0
24804,0
24811,0
24813,0
24819,0
24824,0
24825,0
24827,0
24830,0
24840,0
24842,0
24843,0
24853,0
24854,0
24855,0
24863,0
24867,0
24873,0
24874,0
24881,0
24892,0
24895,0
24901,0
24903,0
24905,0
24910,0
24914,0
24919,0
24924,0
24925,0
24928,0
24935,0
24936,0
24947,0
24956,0
24957,0
24968,0
24970,0
24974,0
24976,0
24977,0
24978,0
24986,0
24989,0
24990,0
24991,0
24992,0
24997,0
25010,0
25011,0
25019,0
25020,0
25033,0
25035,0
25036,0
25038,0
25053,0
25060,0
25061,0
25062,0
25063,0
25071,0
25076,0
25086,0
25087,0
25089,0
25091,0
25098,0
25100,0
25102,0
25116,0
25122,0
25130,0
25131,0
25132,0
25135,0
25141,0
25142,0
25144,0
25151,0
25154,0
25165,0
25171,0
25176,0
25177,0
25179,0
25185,0
25191,0
25194,0
25195,0
25204,0
25208,0
25210,0
25221,0
25240,0
25241,0
25242,0
25248,0
25251,0
25253,0
25268,0
25270,0
25281,0
25286,0
25300,0
25308,0
25311,0
25323,0
25328,0
25330,0
25332,0
25336,0
25342,0
25348,0
25351,0
25370,0
25375,0
25376,0
25378,0
25382,0
25402,0
25403,0
25405,0
25409,0
25416,0
25420,0
25422,0
25434,0
25437,0
25441,0
25448,0
25449,0
25450,0
25455,0
25456,0
25460,0
25466,0
25467,0
25473,0
25483,0
25485,0
25488,0
25492,0
25496,0
25519,0
25525,0
25528,0
25530,0
25536,0
25542,0
25543,0
25545,0
25546,0
25548,0
25549,0
25550,0
25551,0
25557,0
25561,0
25563,0
25564,0
25566,0
25567,0
25579,0
25582,0
25584,0
25589,0
25593,0
25603,0
25604,0
25611,0
25615,0
25617,0
25629,0
25631,0
25632,0
25642,0
25646,0
25657,0
25660,0
25664,0
25665,0
25669,0
25672,0
25677,0
25679,0
25689,0
25690,0
25700,0
25702,0
25704,0
25710,0
25711,0
25713,0
25718,0
25734,0
25735,0
25741,0
25742,0
25745,0
25754,0
25761,0
25781,0
25794,0
25802,0
25809,0
25811,0
25812,0
25834,0
25845,0
25850,0
25854,0
25857,0
25858,0
25862,0
25865,0
25880,0
25882,0
25886,0
25888,0
25889,0
25891,0
25892,0
25894,0
25905,0
25912,0
25913,0
25917,0
25924,0
25929,0
25942,0
25956,0
25958,0
25965,0
25967,0
25978,0
25979,0
25991,0
25994,0
25997,0
26000,0
26002,0
26004,0
26006,0
26012,0
26013,0
26017,0
26021,0
26023,0
26028,0
26030,0
26037,0
26038,0
26044,0
26045,0
26054,0
26055,0
26057,0
26064,0
26075,0
26080,0
26086,0
26087,0
26090,0
26095,0
26098,0
26111,0
26117,0
26122,0
26124,0
26125,0
26135,0
26151,0
26153,0
26154,0
26155,0
26166,0
26167,0
26172,0
26176,0
26180,0
26191,0
26205,0
26209,0
26221,0
26243,0
26245,0
26248,0
26251,0
26259,0
26267,0
26268,0
26273,0
26278,0
26282,0
26284,0
26285,0
26289,0
26293,0
26295,0
26297,0
26301,0
26303,0
26306,0
26308,0
26315,0
26321,0
26326,0
26335,0
26343,0
26355,0
26357,0
26359,0
26360,0
26361,0
26366,0
26389,0
26390,0
26393,0
26394,0
26404,0
26406,0
26407,0
26419,0
26422,0
26426,0
26436,0
26437,0
26444,0
26445,0
26446,0
26451,0
26453,0
26462,0
26482,0
26483,0
26495,0
26501,0
26503,0
26509,0
26515,0
26517,0
26518,0
26535,0
26545,0
26550,0
26557,0
26572,0
26576,0
26581,0
26593,0
26595,0
26597,0
26602,0
26603,0
26611,0
26616,0
26619,0
26624,0
26625,0
26628,0
26637,0
26638,0
26639,0
26641,0
26642,0
26646,0
26648,0
26656,0
26660,0
26665,0
26667,0
26673,0
26676,0
26681,0
26684,0
26687,0
26689,0
26690,0
26701,0
26703,0
26714,0
26722,0
26729,0
26736,0
26737,0
26760,0
26770,0
26773,0
26776,0
26781,0
26787,0
26788,0
26797,0
26800,0
26805,0
26815,0
26818,0
26825,0
26826,0
26828,0
26851,0
26854,0
26857,0
26859,0
26866,0
26883,0
26885,0
26887,0
26889,0
26893,0
26906,0
26907,0
26910,0
26921,0
26930,0
26932,0
26937,0
26942,0
26948,0
26950,0
26962,0
26966,0
26969,0
26975,0
26976,0
26982,0
26990,0
26993,0
26996,0
27009,0
27016,0
27017,0
27027,0
27036,0
27045,0
27049,0
27056,0
27057,0
27060,0
27066,0
27071,0
27074,0
27080,0
27081,0
27085,0
27086,0
27104,0
27106,0
27113,0
27119,0
27121,0
27140,0
27145,0
27147,0
27150,0
27152,0
27159,0
27160,0
27161,0
27169,0
27170,0
27175,0
27186,0
27189,0
27191,0
27195,0
27196,0
27197,0
27200,0
27201,0
27206,0
27212,0
27216,0
27217,0
27219,0
27221,0
27224,0
27229,0
27264,0
27265,0
27271,0
27273,0
27276,0
27279,0
27282,0
27287,0
27290,0
27291,0
27300,0
27305,0
27308,0
27312,0
27325,0
27327,0
27332,0
27336,0
27338,0
27339,0
27341,0
27348,0
27350,0
27367,0
27372,0
27373,0
27375,0
27380,0
27398,0
27409,0
27417,0
27419,0
27422,0
27439,0
27446,0
27449,0
27451,0
27454,0
27464,0
27482,0
27493,0
27511,0
27512,0
27514,0
27518,0
27522,0
27523,0
27524,0
27526,0
27528,0
27532,0
27535,0
27541,0
27549,0
27561,0
27566,0
27568,0
27578,0
27585,0
27596,0
27612,0
27616,0
27617,0
27633,0
27638,0
27641,0
27649,0
27663,0
27667,0
27670,0
27696,0
27699,0
27701,0
27707,0
27717,0
27718,0
27719,0
27722,0
27729,0
27735,0
27736,0
27739,0
27742,0
27745,0
27752,0
27753,0
27754,0
27757,0
27761,0
27762,0
27763,0
27765,0
27770,0
27776,0
27779,0
27781,0
27785,0
27787,0
27791,0
27792,0
27815,0
27833,0
27838,0
27842,0
27844,0
27846,0
27850,0
27851,0
27859,0
27861,0
27863,0
27875,0
27876,0
27886,0
27888,0
27892,0
27913,0
27917,0
27924,0
27925,0
27938,0
27951,0
27963,0
27976,0
27979,0
27985,0
27986,0
27989,0
27999,0
28000,0
28002,0
28013,0
28015,0
28050,0
28054,0
28062,0
28065,0
28068,0
28070,0
28072,0
28076,0
28077,0
28078,0
28085,0
28095,0
28097,0
28098,0
28099,0
28100,0
28112,0
28119,0
28130,0
28132,0
28136,0
28141,0
28146,0
28156,0
28157,0
28158,0
28164,0
28170,0
28176,0
28180,0
28181,0
28183,0
28184,0
28185,0
28191,0
28194,0
28204,0
28205,0
28206,0
28210,0
28222,0
28227,0
28229,0
28241,0
28246,0
28250,0
28252,0
28259,0
28263,0
28266,0
28271,0
28276,0
28279,0
28281,0
28289,0
28291,0
28292,0
28297,0
28298,0
28301,0
28305,0
28307,0
28308,0
28309,0
28310,0
28311,0
28313,0
28315,0
28319,0
28342,0
28343,0
28353,0
28361,0
28375,0
28387,0
28390,0
28393,0
28400,0
28407,0
